Date,Open,High,Low,Close,Volume,Adj Close
2015-11-06,73.510002,74.190002,72.580002,73.989998,2123700,73.489997
2015-11-05,72.949997,74.82,72.260002,72.980003,2261500,72.486828
2015-11-04,74.879997,75.690002,71.50,72.870003,4286300,72.377571
2015-11-03,71.779999,75.480003,70.949997,74.260002,4616600,73.758177
2015-11-02,71.650002,73.669998,70.639999,72.190002,4274200,71.702166
2015-10-30,69.260002,70.629997,68.510002,69.949997,2949300,69.477297
2015-10-29,68.989998,71.330002,68.160004,69.900002,4584300,69.42764
2015-10-28,64.269997,67.43,63.299999,67.300003,3754100,66.845211
2015-10-27,66.169998,67.559998,64.120003,64.559998,2647500,64.123722
2015-10-26,67.419998,67.879997,65.459999,66.410004,2211600,65.961226
2015-10-23,63.970001,68.07,63.720001,67.599998,4375900,67.14318
2015-10-22,65.57,66.199997,61.27,63.18,6336900,62.75305
2015-10-21,67.139999,67.290001,64.330002,64.470001,5105300,64.034334
2015-10-20,68.800003,69.889999,66.25,66.919998,4020600,66.467774
2015-10-19,70.910004,71.00,67.160004,68.25,7443300,67.788789
2015-10-16,66.550003,75.300003,66.349998,72.900002,16032000,72.407367
2015-10-15,75.650002,77.25,70.93,73.760002,8508000,73.261556
2015-10-14,70.669998,72.849998,70.540001,72.370003,3864400,71.88095
2015-10-13,70.900002,72.760002,69.650002,70.32,5306200,69.8448
2015-10-12,74.699997,76.32,70.839996,71.199997,6176800,70.71885
2015-10-09,75.00,76.25,73.199997,75.400002,6904900,74.890473
2015-10-08,71.510002,76.480003,70.800003,75.910004,7819000,75.397028
2015-10-07,69.029999,73.480003,68.989998,71.989998,10459000,71.503513
2015-10-06,64.580002,68.32,64.519997,67.849998,8455100,67.39149
2015-10-05,63.799999,67.25,60.549999,64.889999,12699700,64.451494
2015-10-02,55.27,63.759998,54.75,63.52,15153700,63.090753
2015-10-01,53.43,53.84,50.959999,51.709999,4745600,51.36056
2015-09-30,54.439999,54.48,52.50,53.119999,4265300,52.761031
2015-09-29,53.459999,55.09,52.259998,53.220001,6223400,52.860358
2015-09-28,57.93,57.950001,54.369999,54.419998,4719500,54.052245
2015-09-25,60.720001,60.759998,58.130001,58.23,4928500,57.8365
2015-09-24,59.900002,61.799999,59.75,59.830002,5295700,59.42569
2015-09-23,63.290001,63.299999,60.060001,60.240002,5464300,59.832919
2015-09-22,65.00,65.129997,63.860001,63.93,3761700,63.497982
2015-09-21,68.769997,68.959999,66.32,66.559998,2917500,66.110207
2015-09-18,69.599998,70.050003,68.110001,68.440002,3778800,67.977507
2015-09-17,73.330002,73.489998,70.00,70.269997,3840500,69.795135
2015-09-16,70.769997,75.099998,70.550003,73.779999,3875100,73.281417
2015-09-15,67.940002,70.449997,67.870003,70.349998,2475900,69.874596
2015-09-14,67.50,68.650002,66.720001,68.470001,3026200,68.007303
2015-09-11,69.599998,70.720001,67.239998,67.720001,4630600,67.262371
2015-09-10,71.949997,72.050003,68.110001,69.669998,7798500,69.199191
2015-09-09,75.970001,76.75,73.00,73.040001,3621600,72.54642
2015-09-08,74.540001,76.480003,74.32,74.849998,4006100,74.344186
2015-09-04,72.379997,74.550003,72.339996,73.07,3084900,72.576216
2015-09-03,71.889999,74.160004,71.889999,73.82,2928000,73.321148
2015-09-02,73.339996,73.50,70.879997,72.43,4612300,71.940542
2015-09-01,72.900002,73.639999,70.510002,70.989998,3907800,70.51027
2015-08-31,77.230003,77.68,74.919998,75.050003,2863000,74.542839
2015-08-28,77.68,79.330002,77.040001,78.199997,2183100,77.671547
2015-08-27,76.150002,78.980003,75.68,78.519997,3397400,77.989384
2015-08-26,77.610001,77.660004,71.25,74.290001,4655600,73.787973
2015-08-25,79.309998,79.610001,75.599998,75.709999,3432500,75.198375
2015-08-24,75.00,78.150002,72.75,76.480003,5951100,75.963176
2015-08-21,83.599998,84.730003,81.330002,81.769997,3791600,81.217421
2015-08-20,89.00,90.00,85.50,85.580002,2533100,85.00168
2015-08-19,90.360001,91.139999,89.18,90.25,2241600,89.64012
2015-08-18,91.639999,92.00,90.379997,90.900002,1791100,90.285729
2015-08-17,92.00,93.480003,90.910004,91.910004,2469400,91.288906
2015-08-14,94.650002,95.459999,92.040001,92.169998,2178600,91.547143
2015-08-13,97.580002,98.230003,94.589996,94.620003,2229700,93.980591
2015-08-12,97.220001,97.839996,94.129997,97.449997,2760000,96.791461
2015-08-11,102.00,102.139999,98.610001,99.529999,2669000,98.857407
2015-08-10,104.870003,104.989998,102.699997,104.00,2365300,103.297202
2015-08-07,100.43,103.779999,100.419998,103.139999,1967900,102.443013
2015-08-06,100.720001,102.610001,99.989998,100.699997,1818500,99.522878
2015-08-05,101.010002,103.709999,100.800003,101.269997,1776900,100.086215
2015-08-04,101.099998,102.300003,99.330002,100.300003,1819000,99.12756
2015-08-03,103.099998,103.720001,100.00,100.800003,2355400,99.621715
2015-07-31,103.919998,105.43,101.809998,103.230003,2847300,102.02331
2015-07-30,99.239998,104.699997,99.010002,104.120003,5069300,102.902906
2015-07-29,98.169998,99.800003,95.870003,96.029999,4079600,94.907469
2015-07-28,98.889999,99.989998,97.379997,98.010002,2623600,96.864327
2015-07-27,100.029999,101.260002,98.099998,99.230003,2229300,98.070068
2015-07-24,104.839996,104.839996,101.449997,102.43,1641000,101.232659
2015-07-23,104.199997,105.650002,103.010002,104.300003,2655700,103.080802
2015-07-22,100.919998,101.879997,99.699997,101.25,1727300,100.066452
2015-07-21,100.089996,102.089996,99.849998,101.419998,1287400,100.234463
2015-07-20,101.160004,102.00,99.849998,100.019997,1711100,98.850826
2015-07-17,103.800003,103.879997,101.529999,101.709999,1522800,100.521074
2015-07-16,104.419998,104.879997,102.760002,103.800003,1161900,102.586647
2015-07-15,107.129997,107.129997,102.449997,103.419998,2095100,102.211084
2015-07-14,107.599998,108.739998,106.57,107.260002,1850500,106.006201
2015-07-13,108.809998,110.309998,107.279999,107.889999,3514000,106.628834
2015-07-10,106.779999,106.980003,103.519997,103.900002,2411700,102.685476
2015-07-09,106.260002,109.050003,104.809998,105.199997,2685100,103.970276
2015-07-08,108.620003,109.50,103.809998,104.139999,3677900,102.922669
2015-07-07,104.349998,112.00,103.220001,111.349998,4679300,110.048388
2015-07-06,102.230003,104.970001,102.089996,103.879997,2235400,102.665706
2015-07-02,104.139999,105.00,102.43,103.540001,3017700,102.329684
2015-07-01,102.889999,107.269997,102.449997,103.07,4545000,101.865177
2015-06-30,95.900002,100.239998,95.360001,98.669998,4440000,97.516609
2015-06-29,93.779999,95.989998,93.589996,93.93,3082700,92.832018
2015-06-26,97.779999,97.93,96.290001,96.50,2347500,95.371976
2015-06-25,98.730003,99.00,97.809998,97.989998,1540100,96.844557
2015-06-24,99.910004,100.239998,97.970001,98.209999,2292500,97.061987
2015-06-23,100.339996,100.739998,97.760002,100.260002,3518200,99.088026
2015-06-22,103.50,103.870003,100.529999,100.949997,1688200,99.769956
2015-06-19,105.389999,105.470001,102.82,103.110001,2849400,101.90471
2015-06-18,104.440002,106.860001,104.440002,105.260002,1513300,104.02958
2015-06-17,103.389999,104.580002,102.449997,104.260002,1302100,103.041269
2015-06-16,102.150002,103.839996,101.629997,102.82,1823800,101.618099
2015-06-15,101.830002,103.699997,101.790001,102.790001,1287000,101.588451
2015-06-12,103.809998,104.239998,102.300003,102.790001,1490600,101.588451
2015-06-11,103.480003,104.580002,102.309998,104.449997,1374000,103.229043
2015-06-10,102.540001,103.93,101.529999,103.220001,1997700,102.013425
2015-06-09,102.199997,103.25,101.480003,102.279999,2060100,101.084411
2015-06-08,105.970001,106.260002,102.349998,102.400002,4158300,101.203011
2015-06-05,109.360001,109.620003,107.370003,109.139999,2433000,107.864222
2015-06-04,105.629997,109.949997,105.50,109.440002,5914100,108.160718
2015-06-03,100.669998,102.800003,100.269997,102.050003,2582200,100.857103
2015-06-02,98.300003,101.349998,98.050003,100.059998,2309200,98.89036
2015-06-01,101.029999,101.029999,97.889999,98.290001,3829800,97.141053
2015-05-29,102.75,102.989998,100.449997,100.690002,3005200,99.513
2015-05-28,102.940002,103.760002,102.400002,102.989998,2378500,101.78611
2015-05-27,104.57,104.589996,102.919998,103.559998,1905300,102.349447
2015-05-26,106.050003,106.290001,103.75,104.120003,2635100,102.902906
2015-05-22,108.360001,108.809998,106.470001,106.540001,1413800,105.294616
2015-05-21,107.510002,109.690002,107.510002,108.099998,1804100,106.836378
2015-05-20,106.809998,109.199997,106.339996,107.690002,2225300,106.431175
2015-05-19,106.800003,107.050003,105.440002,106.339996,2090400,105.096949
2015-05-18,106.290001,107.220001,105.209999,106.860001,2180500,105.610875
2015-05-15,107.980003,109.230003,106.019997,106.790001,2770200,105.541694
2015-05-14,111.519997,111.57,108.550003,108.790001,2043400,107.518315
2015-05-13,112.389999,112.839996,110.760002,110.970001,1417700,109.672832
2015-05-12,113.629997,113.980003,112.080002,112.18,1575100,110.868687
2015-05-11,117.75,117.790001,114.00,114.080002,2324400,112.746479
2015-05-08,115.019997,118.00,114.800003,117.839996,2746500,116.462522
2015-05-07,113.410004,115.800003,113.190002,113.949997,1598600,112.617994
2015-05-06,116.269997,116.82,113.169998,113.690002,2542300,111.866886
2015-05-05,116.82,117.900002,115.330002,116.440002,2304500,114.572787
2015-05-04,113.279999,118.93,113.150002,117.18,4627000,115.300919
2015-05-01,111.639999,113.309998,110.00,112.709999,2457100,110.902598
2015-04-30,108.589996,111.760002,108.32,111.07,5447400,109.288897
2015-04-29,116.199997,117.050003,108.269997,108.769997,15694200,107.025777
2015-04-28,128.539993,132.00,127.620003,130.479996,3966500,128.387637
2015-04-27,130.550003,131.009995,128.550003,128.830002,1355700,126.764103
2015-04-24,129.389999,131.300003,128.910004,130.089996,1219500,128.003892
2015-04-23,126.919998,129.550003,126.150002,128.080002,1353500,126.02613
2015-04-22,127.43,129.929993,125.709999,129.070007,1586000,127.000259
2015-04-21,129.490005,129.550003,126.400002,126.769997,1419100,124.737131
2015-04-20,126.82,130.139999,126.529999,128.949997,1645200,126.882174
2015-04-17,126.099998,128.190002,124.510002,125.50,1533500,123.4875
2015-04-16,130.059998,130.869995,127.199997,127.349998,1337100,125.307832
2015-04-15,126.989998,130.259995,125.599998,130.020004,2204400,127.935022
2015-04-14,130.589996,131.279999,126.690002,127.529999,3139600,125.484946
2015-04-13,135.00,135.490005,133.339996,133.600006,1983700,131.457616
2015-04-10,136.199997,136.350006,133.339996,136.020004,1774400,133.838807
2015-04-09,132.369995,136.929993,132.050003,136.630005,2568900,134.439026
2015-04-08,129.850006,131.559998,127.839996,129.279999,1666600,127.206883
2015-04-07,130.729996,131.589996,127.879997,127.879997,1612200,125.829332
2015-04-06,127.940002,132.039993,127.419998,130.720001,2053700,128.623794
2015-04-02,125.720001,129.559998,125.00,129.399994,1346200,127.324954
2015-04-01,126.110001,127.050003,123.690002,125.529999,1709400,123.517018
2015-03-31,126.620003,129.839996,125.800003,125.879997,1362100,123.861404
2015-03-30,126.709999,128.160004,125.669998,127.459999,1160400,125.416069
2015-03-27,127.00,127.040001,125.830002,126.25,976500,124.225473
2015-03-26,127.889999,128.529999,126.25,126.860001,1909000,124.825692
2015-03-25,130.009995,130.039993,127.559998,129.220001,1573800,127.147848
2015-03-24,132.119995,132.259995,128.940002,129.50,2202700,127.423357
2015-03-23,129.669998,136.360001,127.610001,132.039993,3274800,129.922619
2015-03-20,131.779999,133.25,129.729996,129.979996,2420900,127.895655
2015-03-19,125.010002,130.399994,124.480003,130.110001,3584000,128.023576
2015-03-18,123.639999,124.139999,121.529999,122.919998,4751600,120.948871
2015-03-17,126.00,127.949997,124.410004,124.580002,2490200,122.582255
2015-03-16,125.089996,127.459999,122.50,125.650002,4333200,123.635096
2015-03-13,125.389999,128.139999,124.410004,127.07,2613200,125.032324
2015-03-12,127.919998,129.630005,125.120003,126.32,2443600,124.294351
2015-03-11,129.479996,129.809998,126.169998,126.629997,3130700,124.599377
2015-03-10,130.960007,132.460007,129.479996,129.509995,3689600,127.433191
2015-03-09,135.50,136.179993,131.630005,132.839996,5406900,130.709793
2015-03-06,137.630005,138.070007,136.029999,137.00,2851600,134.803088
2015-03-05,138.259995,139.25,136.759995,139.00,2106100,136.771016
2015-03-04,138.690002,139.00,135.449997,138.820007,2854000,136.59391
2015-03-03,142.089996,144.759995,139.610001,140.070007,2146500,137.823865
2015-03-02,142.50,145.399994,142.309998,142.429993,1430800,140.146006
2015-02-27,143.339996,144.130005,141.589996,142.50,1120500,140.214891
2015-02-26,143.039993,145.770004,142.270004,142.770004,1856000,140.480565
2015-02-25,145.479996,145.479996,140.960007,143.050003,3620600,140.756074
2015-02-24,150.229996,150.270004,146.850006,147.00,2772000,144.642729
2015-02-23,155.190002,156.419998,152.899994,154.330002,2322200,151.855188
2015-02-20,158.259995,158.490005,156.25,158.470001,920900,155.928799
2015-02-19,158.729996,159.729996,157.399994,158.570007,883800,156.027202
2015-02-18,157.889999,160.050003,156.919998,158.520004,1282800,155.978
2015-02-17,158.710007,159.210007,154.820007,157.00,1810900,154.482371
2015-02-13,155.479996,160.410004,154.729996,159.339996,2153900,156.784843
2015-02-12,151.869995,154.990005,150.639999,154.720001,2591600,152.238934
2015-02-11,153.309998,153.509995,150.50,151.240005,1126600,148.814743
2015-02-10,151.229996,156.380005,150.779999,154.649994,2354800,150.694104
2015-02-09,145.729996,149.580002,145.509995,148.449997,1295700,144.652701
2015-02-06,148.789993,148.889999,145.589996,146.240005,1435000,142.49924
2015-02-05,146.509995,148.199997,144.449997,146.639999,1760000,142.889002
2015-02-04,151.509995,154.899994,144.190002,146.110001,4808700,142.372561
2015-02-03,149.639999,156.940002,148.100006,155.800003,2386800,151.814696
2015-02-02,148.220001,149.789993,145.440002,149.740005,1211300,145.909711
2015-01-30,150.889999,151.330002,147.660004,147.949997,1738100,144.165491
2015-01-29,154.190002,157.229996,149.589996,152.970001,1418500,149.057085
2015-01-28,156.449997,156.75,152.779999,153.479996,1740300,149.554034
2015-01-27,155.800003,157.75,153.100006,155.039993,1739600,151.074127
2015-01-26,146.839996,156.710007,146.839996,155.830002,2587100,151.843928
2015-01-23,146.539993,147.470001,144.820007,146.009995,964700,142.275113
2015-01-22,144.130005,147.649994,143.740005,147.229996,1409400,143.463907
2015-01-21,138.929993,143.919998,138.929993,142.889999,1605000,139.234926
2015-01-20,146.970001,146.990005,138.110001,142.029999,2520700,138.396924
2015-01-16,145.309998,147.869995,144.380005,146.990005,957800,143.230055
2015-01-15,149.399994,151.00,147.240005,147.649994,1061600,143.873161
2015-01-14,147.75,149.330002,145.410004,148.600006,1378800,144.798873
2015-01-13,150.220001,153.529999,148.110001,149.809998,1621600,145.977913
2015-01-12,149.029999,149.50,146.759995,148.460007,1250400,144.662454
2015-01-09,150.050003,151.619995,148.699997,149.050003,2204600,145.237359
2015-01-08,147.059998,149.029999,146.389999,147.210007,1676600,143.444429
2015-01-07,144.220001,147.210007,143.25,145.460007,1472000,141.739193
2015-01-06,143.50,144.339996,139.259995,141.309998,1975800,137.69534
2015-01-05,145.720001,146.169998,141.839996,144.389999,1695100,140.696556
2015-01-02,148.589996,149.229996,142.149994,146.889999,2228900,143.132607
2014-12-31,151.369995,152.300003,148.199997,148.759995,1633000,144.954769
2014-12-30,152.779999,153.779999,150.100006,151.199997,1262600,147.332357
2014-12-29,150.00,154.759995,149.410004,153.00,1510400,149.086316
2014-12-26,151.110001,152.380005,149.699997,150.369995,993700,146.523586
2014-12-24,152.089996,153.300003,150.029999,150.899994,494100,147.040028
2014-12-23,148.070007,153.350006,147.960007,151.690002,1669000,147.809828
2014-12-22,150.389999,151.470001,146.270004,147.479996,1768400,143.707512
2014-12-19,144.899994,151.949997,144.899994,150.110001,3293500,146.270242
2014-12-18,142.050003,145.229996,142.050003,145.100006,2870100,141.388401
2014-12-17,137.820007,139.240005,133.580002,138.970001,4298600,135.4152
2014-12-16,143.75,144.490005,140.309998,140.520004,2118900,136.925554
2014-12-15,148.770004,149.869995,144.850006,145.160004,1437200,141.446864
2014-12-12,147.100006,149.889999,146.419998,147.479996,1488400,143.707512
2014-12-11,147.899994,151.429993,146.649994,148.880005,2676700,145.071709
2014-12-10,156.830002,156.830002,145.100006,146.75,4661600,142.996189
2014-12-09,155.539993,156.970001,155.110001,156.630005,1605800,152.623467
2014-12-08,161.00,162.970001,157.320007,157.589996,2400900,153.558902
2014-12-05,163.149994,165.020004,162.009995,163.899994,1531500,159.707492
2014-12-04,168.850006,168.860001,161.350006,162.919998,3638400,158.752565
2014-12-03,170.570007,172.210007,168.809998,169.570007,2201300,165.232469
2014-12-02,174.320007,175.600006,173.399994,174.25,1093900,169.792749
2014-12-01,177.029999,177.119995,174.050003,174.50,1498700,170.036354
2014-11-28,178.059998,179.009995,175.889999,178.610001,578700,174.041223
2014-11-26,178.320007,178.619995,176.50,177.059998,833300,172.530868
2014-11-25,181.130005,182.149994,177.110001,178.009995,1662000,173.456564
2014-11-24,180.419998,180.830002,178.220001,180.220001,1155400,175.61004
2014-11-21,182.00,182.449997,179.070007,179.639999,2017200,175.044874
2014-11-20,179.710007,181.690002,174.899994,177.850006,2654300,173.300669
2014-11-19,182.070007,182.509995,179.539993,180.020004,876800,175.415159
2014-11-18,181.100006,183.119995,179.330002,182.080002,1445200,177.422463
2014-11-17,182.830002,182.990005,180.970001,182.630005,815500,177.958397
2014-11-14,182.889999,184.830002,181.880005,183.990005,1279600,179.283609
2014-11-13,181.00,183.589996,180.75,182.630005,1294400,177.958397
2014-11-12,179.470001,180.679993,179.149994,180.289993,2121700,175.678242
2014-11-11,178.669998,180.809998,177.029999,180.350006,1296400,175.736719
2014-11-10,177.690002,180.110001,176.419998,177.889999,1034000,173.339639
2014-11-07,177.589996,178.779999,176.279999,177.179993,1489600,172.647794
2014-11-06,179.979996,179.990005,176.520004,178.710007,3081700,171.702613
2014-11-05,182.00,182.990005,177.100006,179.740005,2938200,172.692225
2014-11-04,186.899994,187.00,182.210007,185.259995,2088000,177.995769
2014-11-03,189.960007,191.729996,188.449997,189.509995,1222900,182.079123
2014-10-31,190.979996,190.979996,188.520004,190.009995,1527800,182.559517
2014-10-30,184.169998,188.800003,184.059998,187.649994,1171400,180.292055
2014-10-29,190.949997,192.449997,184.520004,185.929993,2563700,178.639496
2014-10-28,182.929993,185.649994,181.50,185.25,1661400,177.986167
2014-10-27,183.679993,185.690002,182.889999,183.669998,2002400,176.468118
2014-10-24,183.880005,185.550003,182.169998,184.720001,1265400,177.47695
2014-10-23,183.979996,185.899994,183.100006,183.490005,1603900,176.295183
2014-10-22,185.089996,186.00,181.699997,182.419998,1332600,175.267132
2014-10-21,182.940002,185.619995,182.070007,184.589996,1774100,177.352043
2014-10-20,182.889999,183.520004,179.600006,181.660004,1878600,174.536938
2014-10-17,185.610001,187.600006,181.050003,182.449997,2219800,175.295955
2014-10-16,173.309998,184.580002,173.029999,182.070007,3044300,174.930865
2014-10-15,171.330002,175.619995,168.800003,174.309998,2326300,167.475133
2014-10-14,171.369995,177.720001,171.119995,173.839996,1936900,167.023561
2014-10-13,176.330002,177.729996,170.050003,173.440002,3037500,166.639251
2014-10-10,177.770004,181.50,176.550003,176.710007,1542100,169.781035
2014-10-09,183.610001,184.440002,177.770004,178.070007,1386500,171.087709
2014-10-08,180.729996,183.75,178.50,183.289993,1105000,176.103014
2014-10-07,179.940002,183.639999,179.190002,180.279999,1493100,173.211044
2014-10-06,187.589996,187.979996,183.589996,183.789993,1553500,176.583408
2014-10-03,182.919998,185.110001,180.559998,182.279999,1236000,175.132622
2014-10-02,183.00,185.369995,178.00,181.759995,1893500,174.633008
2014-10-01,185.00,185.110001,180.380005,182.300003,2105500,175.151842
2014-09-30,179.309998,189.110001,175.770004,187.080002,4828200,179.744413
2014-09-29,182.479996,183.130005,178.25,178.990005,2570000,171.971633
2014-09-26,184.190002,187.490005,184.00,184.50,1819100,177.265575
2014-09-25,184.029999,184.600006,180.520004,181.960007,1952300,174.825177
2014-09-24,182.699997,186.289993,181.869995,185.949997,1578400,178.658716
2014-09-23,180.279999,183.820007,180.009995,182.830002,2353700,175.661059
2014-09-22,181.869995,184.309998,179.070007,181.279999,2547200,174.171833
2014-09-19,189.520004,189.520004,183.729996,185.279999,1893100,178.014989
2014-09-18,184.649994,190.449997,184.559998,187.830002,3374900,180.465004
2014-09-17,177.50,184.220001,177.169998,183.100006,2268800,175.920476
2014-09-16,175.440002,181.029999,172.529999,179.869995,3835000,172.817117
2014-09-15,182.100006,182.660004,179.369995,180.720001,1623000,173.633794
2014-09-12,186.199997,186.520004,182.00,182.529999,1522600,175.37282
2014-09-11,181.110001,186.899994,181.089996,186.100006,1781800,178.802843
2014-09-10,182.580002,183.119995,180.75,182.279999,2084000,175.132622
2014-09-09,184.699997,186.570007,183.199997,184.259995,1231100,177.03498
2014-09-08,186.330002,186.330002,183.110001,184.710007,1516900,177.467347
2014-09-05,184.479996,185.960007,182.320007,185.660004,1969800,178.380094
2014-09-04,185.50,186.850006,183.979996,184.770004,1870700,177.524992
2014-09-03,185.119995,187.880005,183.919998,185.240005,1897900,177.976564
2014-09-02,189.100006,189.960007,180.630005,185.050003,4725600,177.794012
2014-08-29,197.320007,197.320007,191.889999,192.880005,2037200,185.316992
2014-08-28,195.449997,197.600006,193.070007,196.789993,1557400,189.073666
2014-08-27,199.149994,199.369995,195.279999,196.199997,1747700,188.506804
2014-08-26,199.190002,200.00,197.130005,199.279999,1385200,191.466036
2014-08-25,201.020004,201.309998,198.360001,200.460007,1259000,192.599774
2014-08-22,198.529999,200.339996,198.350006,200.119995,1057400,192.273095
2014-08-21,202.770004,202.880005,200.50,200.509995,720400,192.647802
2014-08-20,204.649994,204.649994,201.729996,202.529999,683900,194.5886
2014-08-19,203.729996,205.479996,202.190002,203.360001,856200,195.386057
2014-08-18,202.660004,203.50,200.350006,202.899994,840300,194.944087
2014-08-15,202.990005,203.679993,198.800003,201.330002,1015600,193.435656
2014-08-14,202.070007,203.50,200.600006,202.229996,833100,194.30036
2014-08-13,201.330002,204.729996,201.00,201.339996,1210100,193.445259
2014-08-12,200.429993,201.990005,197.539993,200.199997,1145000,192.34996
2014-08-11,201.020004,202.850006,197.800003,200.240005,1196200,192.3884
2014-08-08,195.660004,201.589996,194.449997,200.720001,2401900,192.849574
2014-08-07,199.710007,202.559998,194.270004,195.179993,3478500,186.325808
2014-08-06,204.970001,205.550003,198.949997,200.539993,3620400,191.442657
2014-08-05,212.419998,213.919998,207.529999,209.089996,1218400,199.604796
2014-08-04,210.00,214.320007,208.570007,213.50,1252700,203.814743
2014-08-01,212.570007,214.570007,208.360001,210.039993,1690400,200.511697
2014-07-31,216.190002,218.679993,212.720001,213.199997,1961500,203.528349
2014-07-30,218.300003,219.199997,214.740005,218.610001,1765500,208.692933
2014-07-29,211.259995,220.50,211.199997,217.410004,5160700,207.547373
2014-07-28,205.660004,211.089996,205.660004,210.970001,2772500,201.399516
2014-07-25,203.899994,206.149994,203.009995,204.470001,833400,195.194383
2014-07-24,207.220001,208.259995,204.490005,205.029999,819700,195.728977
2014-07-23,207.369995,207.970001,205.330002,206.25,792200,196.893634
2014-07-22,203.869995,208.369995,203.380005,207.289993,1218300,197.886448
2014-07-21,200.100006,202.610001,199.600006,202.509995,1184200,193.32329
2014-07-18,200.619995,202.00,199.910004,201.00,1012700,191.881796
2014-07-17,199.369995,203.100006,198.50,199.190002,2111500,190.153907
2014-07-16,204.119995,204.800003,202.210007,203.860001,1229200,194.612055
2014-07-15,204.639999,205.160004,200.25,202.509995,1158800,193.32329
2014-07-14,204.649994,207.389999,202.600006,202.919998,905100,193.714695
2014-07-11,202.619995,204.300003,201.300003,202.729996,659000,193.533311
2014-07-10,201.979996,204.300003,200.25,203.190002,873800,193.97245
2014-07-09,201.50,206.229996,199.369995,206.059998,1292500,196.71225
2014-07-08,206.960007,207.940002,200.660004,202.179993,1644100,193.008259
2014-07-07,209.429993,210.929993,206.399994,208.580002,1302900,199.117937
2014-07-03,212.050003,213.080002,211.009995,211.910004,672500,202.296876
2014-07-02,210.139999,212.729996,209.410004,211.630005,1362200,202.029579
2014-07-01,207.929993,212.360001,207.639999,210.139999,1117900,200.607166
